Item Number,Level 1,Level 2,Level 3,Level 4,Level 5,Description Line 1_x,Brand Name,Pack Size,Unit of Measure_x,Priced by Weight,Description Line 2,Description Line 3,Class Name,Special Order,Item Image,On Hand Quantity_x,Item Avg. Weight,Due Date,Unit of Measure_y,Description Line 1_y,On Hand Quantity_y,Quantity Ordered,Open Balance,Expected Date
00003,22.0,0.0,0.0,0.0,0.0,Handling / Packaging Charge,,,EACH,N,,,,N,,0,0.0,/  /,EACH,Handling / Packaging Charge,0,1.0,1.0,07/31/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,1.0,1.0,07/24/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,1.0,1.0,07/26/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,1.0,1.0,08/07/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,1.0,1.0,07/31/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,1.0,1.0,07/25/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,1.0,1.0,07/26/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,1.0,1.0,07/31/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,1.0,1.0,07/31/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,2.0,2.0,08/07/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,1.0,1.0,07/28/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,1.0,1.0,07/26/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,1.0,1.0,07/31/23
00007,5.0,0.0,0.0,0.0,0.0,Freight / Fuel Charges,,,EACH,N,,,,N,,0,0.0,07/26/23,EACH,Freight / Fuel Charges,0,1.0,1.0,07/26/23
00060,5.35,0.0,0.0,5.0,4.4,Parmesan Block For Shredding,Potenza,40lb,CASE,Y,,,CHEESE ITALY,N,,0,40.0,07/24/23,CASE,Parmesan Block For Shredding,2,6.0,6.0,07/31/23
00060,5.35,0.0,0.0,5.0,4.4,Parmesan Block For Shredding,Potenza,40lb,CASE,Y,,,CHEESE ITALY,N,,0,40.0,07/24/23,CASE,Parmesan Block For Shredding,2,4.0,4.0,07/31/23
10064,44.0,44.0,43.4,41.1,36.25,Rice Jasmine 25lb,Ambrosia,25lb,BAG,N,,,RICE,N,,9,0.0,/  /,BAG,Rice Jasmine 25lb,7,10.0,10.0,07/31/23
10088,82.65,81.5,80.35,77.15,68.1,Dumpling Edamame,Chef One,3/50ct,CASE,N,,,HORS D'OEUVRES,N,,0,0.0,07/26/23,CASE,Dumpling Edamame,0,10.0,10.0,07/26/23
10195,26.7,26.3,25.95,24.9,23.35,Sir Galahad Flour,King Arthur Flo,50lb,CASE,N,,,FLOUR,N,,56,0.0,07/24/23,CASE,Sir Galahad Flour,69,550.0,550.0,07/28/23
10198,26.8,26.4,26.05,25.0,22.05,Special Patent Flour,King Arthur Flo,50lb,CASE,N,,,FLOUR,N,,63,0.0,07/24/23,CASE,Special Patent Flour,65,300.0,300.0,07/28/23
10200,95.19,85.22,69.3,64.95,61.15,Namur Semi-Sweet Choc Couv 55%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,N,,65,0.0,/  /,CASE,Namur Semi-Sweet Choc Couv 55%,65,810.0,810.0,/  /
10200CA,77.6,72.75,80.85,77.6,68.5,Namur Semi-Sweet Choc Couv 55%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,0,0.0,/  /,CASE,Namur Semi-Sweet Choc Couv 55%,0,90.0,90.0,/  /
10200PA,71.15,66.7,74.1,71.15,62.8,Namur Semi-Sweet Choc Couv 55%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,360,0.0,/  /,CASE,Namur Semi-Sweet Choc Couv 55%,360,720.0,720.0,/  /
10200PA,71.15,66.7,74.1,71.15,62.8,Namur Semi-Sweet Choc Couv 55%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,360,0.0,/  /,CASE,Namur Semi-Sweet Choc Couv 55%,360,180.0,180.0,/  /
10200PA,71.15,66.7,74.1,71.15,62.8,Namur Semi-Sweet Choc Couv 55%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,360,0.0,/  /,CASE,Namur Semi-Sweet Choc Couv 55%,360,720.0,720.0,/  /
10200PA,71.15,66.7,74.1,71.15,62.8,Namur Semi-Sweet Choc Couv 55%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,360,0.0,/  /,CASE,Namur Semi-Sweet Choc Couv 55%,360,720.0,720.0,/  /
10200PA,71.15,66.7,74.1,71.15,62.8,Namur Semi-Sweet Choc Couv 55%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,360,0.0,/  /,CASE,Namur Semi-Sweet Choc Couv 55%,360,270.0,270.0,/  /
10200PAK,71.5,70.5,69.55,66.75,55.65,Namur Semi-Sweet Kosher Pareve 55%,Allez,10 kg,CASE,N,,,CHOC COUVERTURE,Y,,0,0.0,/  /,CASE,Namur Semi-Sweet Kosher Pareve 55%,0,540.0,540.0,/  /
10201,95.84,81.55,75.75,70.7,62.4,Perron Dark Choc Couv 60%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,N,,446,0.0,/  /,CASE,Perron Dark Choc Couv 60%,446,270.0,270.0,/  /
10201CA,79.7,78.6,77.5,74.4,65.65,Perron Dark Choc Couv 60%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,360,0.0,/  /,CASE,Perron Dark Choc Couv 60%,0,360.0,360.0,/  /
10201PA,72.55,68.0,75.6,72.55,64.0,Perron Dark Choc Couv 60%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,855,0.0,/  /,CASE,Perron Dark Choc Couv 60%,855,540.0,540.0,/  /
10201PA,72.55,68.0,75.6,72.55,64.0,Perron Dark Choc Couv 60%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,855,0.0,/  /,CASE,Perron Dark Choc Couv 60%,855,270.0,270.0,/  /
10205,114.7,101.23,88.25,76.5,67.5,Blanche White Chocolate Chips,Allez,10kg,CASE,N,,,CHOC COUVERTURE,N,,55,0.0,/  /,CASE,Blanche White Chocolate Chips,55,810.0,810.0,/  /
10205CA,0.0,0.0,0.0,0.0,0.0,Blanche White Chocolate,Allez,10kg,CASE,N,,,CHOC COUVERTURE,N,,0,0.0,/  /,CASE,Blanche White Chocolate,0,90.0,90.0,/  /
10205PA,72.65,68.1,75.65,72.65,64.1,Blanche White Chocolate,Allez,10kg,CASE,N,,,CHOC COUVERTURE,N,,271,0.0,/  /,CASE,Blanche White Chocolate,271,630.0,630.0,/  /
10205PA,72.65,68.1,75.65,72.65,64.1,Blanche White Chocolate,Allez,10kg,CASE,N,,,CHOC COUVERTURE,N,,271,0.0,/  /,CASE,Blanche White Chocolate,271,180.0,180.0,/  /
10205PA,72.65,68.1,75.65,72.65,64.1,Blanche White Chocolate,Allez,10kg,CASE,N,,,CHOC COUVERTURE,N,,271,0.0,/  /,CASE,Blanche White Chocolate,271,630.0,630.0,/  /
10205PA,72.65,68.1,75.65,72.65,64.1,Blanche White Chocolate,Allez,10kg,CASE,N,,,CHOC COUVERTURE,N,,271,0.0,/  /,CASE,Blanche White Chocolate,271,540.0,540.0,/  /
10205PA,72.65,68.1,75.65,72.65,64.1,Blanche White Chocolate,Allez,10kg,CASE,N,,,CHOC COUVERTURE,N,,271,0.0,/  /,CASE,Blanche White Chocolate,271,360.0,360.0,/  /
10206CA,77.65,72.8,80.9,77.65,68.55,Brogne Milk Chocolate Couv 35%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,1620,0.0,/  /,CASE,Brogne Milk Chocolate Couv 35%,180,1170.0,1170.0,/  /
10206CA,77.65,72.8,80.9,77.65,68.55,Brogne Milk Chocolate Couv 35%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,1620,0.0,/  /,CASE,Brogne 35% Milk Chocolate Couv,180,1440.0,1440.0,/  /
10206PA,72.35,67.8,75.35,72.35,63.8,Brogne Milk Chocolate Couv 35%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,1342,0.0,/  /,CASE,Brogne Milk Chocolate Couv 35%,1342,630.0,630.0,/  /
10206PA,72.35,67.8,75.35,72.35,63.8,Brogne Milk Chocolate Couv 35%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,1342,0.0,/  /,CASE,Brogne Milk Chocolate Couv 35%,1342,810.0,810.0,/  /
10207CA,84.1,82.95,81.75,78.5,69.25,Dinant Dark Chocolate Couv 70%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,0,0.0,/  /,CASE,Dinant Dark Chocolate Couv 70%,0,540.0,540.0,/  /
10207PA,74.9,70.25,78.05,74.9,66.1,Dinant Dark Chocolate Couv 70%,Allez,10kg,CASE,N,,,CHOC COUVERTURE,Y,,450,0.0,/  /,CASE,Dinant Dark Chocolate Couv 70%,450,540.0,540.0,/  /
10208,116.0,98.15,90.6,78.5,69.3,Cocoa Liquor 100%,Allez,10kg,CASE,N,LOT CODE:,,CHOC COUVERTURE,N,,46,0.0,/  /,CASE,Cocoa Liquor 100%,46,180.0,180.0,/  /
10208W,79.1,74.15,82.4,79.1,69.8,Cocoa Liquor 100%,Allez,10 kg,CASE,N,,,CHOC COUVERTURE,Y,,90,0.0,/  /,CASE,Cocoa Liquor 100%,90,270.0,270.0,/  /
10252,5.3,5.25,5.15,4.95,4.4,Mother Pearl Caviar Spoons*,Sturia Caviar,1 spoon,EACH,N,,,NON-FOOD ITEMS,Y,,35,0.0,07/20/23,EACH,Mother Pearl Caviar Spoons*,35,47.0,47.0,07/27/23
10252,5.3,5.25,5.15,4.95,4.4,Mother Pearl Caviar Spoons*,Sturia Caviar,1 spoon,EACH,N,,,NON-FOOD ITEMS,Y,,35,0.0,07/20/23,EACH,Mother Pearl Caviar Spoons*,35,60.0,60.0,09/01/23
10676,13.4,12.45,12.1,11.65,10.25,Cheddar Powder White SM,Potenza,16oz,PC.,N,,,SPICES,N,,0,0.0,07/26/23,PC.,Cheddar Powder White SM,0,3.0,3.0,07/26/23
10995,80.35,79.2,78.1,77.0,77.0,Olives Cerignola Black,Frutto D'Italia,2/2.5kg,CASE,N,,,OLIVES,N,,1,0.0,07/24/23,CASE,Olives Cerignola Black,1,4.0,4.0,07/31/23
11005,67.9,0.0,0.0,63.35,55.9,Hoisin Sauce,Lee Kum Kee,6/5lb,CASE,N,,,ASIAN SAUCES,N,,0,30.0,/  /,CASE,Hoisin Sauce,0,4.0,4.0,08/01/23
11009,111.15,111.15,100.35,96.35,85.0,Korean Rice Cakes*,Pacific,12/2lb,CASE,N,,,ASIAN FOODS,Y,,0,0.0,07/25/23,CASE,Korean Rice Cakes*,0,2.0,2.0,07/25/23
11012,73.5,72.45,71.45,68.6,60.5,Dijon Mustard Smooth,Beaufor,2/11.3lb,CASE,N,,,MUSTARD,N,,4,0.0,/  /,CASE,Dijon Mustard Smooth,5,5.0,5.0,08/03/23
11013,151.55,151.55,140.75,131.35,115.9,Tapioca Pearls,Pacific,50/14oz,CASE,N,,,PASTRY INGRDNTS,N,,3,0.0,/  /,CASE,Tapioca Pearls,4,2.0,2.0,08/01/23
11015,416.3,410.45,404.75,388.55,373.6,Cocoa Powder,Valrhona,6/3kg,CASE,N,0159,,CHOC POWDERS,N,,7,0.0,/  /,CASE,Cocoa Powder,7,3.0,3.0,07/31/23
11036,18.3,17.75,17.5,16.8,14.85,Almond Extract 12.7oz,Boyajian,12.7oz,PC.,N,,,EXTRACTS,N,,0,0.0,/  /,PC.,Almond Extract 12.7oz,0,36.0,36.0,08/01/23
11046,66.85,65.95,65.0,62.4,55.05,Frescatrano Olives Pitted,Divina,4/2lb,CASE,N,D0970,,OLIVES,N,,3,0.0,/  /,CASE,Frescatrano Olives Pitted,3,2.0,2.0,08/03/23
11049,50.55,49.85,49.15,47.15,41.6,Sour Cherry Spread,Divina,3/3.5lb,CASE,N,,,PRESERVES,N,,0,0.0,/  /,CASE,Sour Cherry Spread,0,2.0,2.0,08/03/23
11051,34.3,33.8,33.35,32.0,28.25,Dijon Mustard Smooth 12/7.05oz,Beaufor,12/7.05oz,CASE,N,31007,,MUSTARD,N,,2,0.0,/  /,CASE,Dijon Mustard Smooth 12/7.05oz,2,2.0,2.0,08/03/23
11072,32.4,31.95,31.5,30.25,26.7,Organic Pitted Kalamata 6/6oz,Divina,6/6oz,CASE,N,,,OLIVES,N,,1,0.0,/  /,CASE,Organic Pitted Kalamata 6/6oz,1,3.0,3.0,08/03/23
11114,0.0,0.0,0.0,0.0,0.0,Garret CASE Description,,,CASE,N,,,,N,,-4,0.0,/  /,CASE,Garret CASE Description,-4,1.0,1.0,07/27/23
11118,0.0,0.0,0.0,0.0,0.0,Stacy CASE Description,,,CASE,N,,,,N,,1,0.0,07/26/23,CASE,Stacy CASE Description,1,1.0,1.0,07/26/23
11118,0.0,0.0,0.0,0.0,0.0,Stacy CASE Description,,,CASE,N,,,,N,,1,0.0,07/26/23,CASE,Stacy CASE Description,1,1.0,1.0,07/26/23
11119,0.0,0.0,0.0,0.0,0.0,Patrick CASE Description,,,CASE,N,,,,N,,0,0.0,07/26/23,CASE,Patrick CASE Description,0,1.0,1.0,07/26/23
11200,65.15,64.25,63.35,60.8,53.65,Pappardelle All'Uovo,Sogno Toscano,8/500g,CASE,N,205,,PASTA DRIED,N,,4,0.0,07/26/23,CASE,Pappardelle All'Uovo,5,10.0,10.0,07/31/23
11205,64.4,63.5,62.6,60.1,53.0,Gigli Toscani Organic,Sogno Toscano,8/500g,CASE,N,4000.36,,PASTA DRIED,N,,2,0.0,07/26/23,CASE,Gigli Toscani Organic,3,1.0,1.0,07/31/23
11209,65.15,64.25,63.35,60.8,53.65,Spaghetti Alla Chitarra Organic,Sogno Toscano,8/500g,CASE,N,4000.20,,PASTA DRIED,N,,2,0.0,07/26/23,CASE,Spaghetti Alla Chitarra Organic,3,3.0,3.0,07/31/23
11216,62.4,61.5,60.65,58.2,51.4,Rigatoni Bronze Die*,Sogno Toscano,2/10lb,CASE,N,5000.26,,PASTA DRIED,Y,,0,0.0,07/26/23,CASE,Rigatoni Bronze Die*,0,4.0,4.0,07/31/23
11218,125.75,123.95,122.25,117.35,103.55,Tomatoes Baby Red Confit,Sogno Toscano,6/770g,CASE,N,6000.16,,TOMATOES,Y,,2,0.0,07/26/23,CASE,Tomatoes Baby Red Confit,2,14.0,14.0,07/31/23
11223,351.4,346.45,341.6,327.95,289.4,Olive Oil Extra Virgin Fattoria,Sogno Toscano,12/750mL,CASE,N,1000.54,,OILS OLIVE,N,,0,0.0,07/26/23,CASE,Olive Oil Extra Virgin Fattoria,0,2.0,2.0,07/31/23
11227,71.45,70.45,69.45,66.7,58.85,Cannellini Beans Canned,Sogno Toscano,6/2.5kg,CASE,N,9000.14,,BEANS,N,,2,0.0,07/26/23,CASE,Cannellini Beans Canned,2,1.0,1.0,07/31/23
11232,178.0,175.5,173.1,152.5,146.6,EVOO Jewel of Tuscany 35lb,Sogno Toscano,35lb,JUG,N,,,OILS OLIVE,N,,6,0.0,07/26/23,JUG,EVOO Jewel of Tuscany 35lb,6,2.0,2.0,07/31/23
11250,57.4,56.55,55.8,53.55,47.25,Vinegar Balsamic Di Modena,Sogno Toscano,2/5L,CASE,N,,,VINEGARS,N,,0,0.0,07/26/23,CASE,Vinegar Balsamic Di Modena,0,7.0,7.0,07/31/23
11251,10.1,9.95,9.8,9.4,8.3,Prosciutto Crudo Italiano,Sogno Toscano,13lb,EACH,Y,,,MEAT ITALIAN,N,,1,13.5,07/26/23,EACH,Prosciutto Crudo Italiano,1,5.0,5.0,07/31/23
11258,97.9,96.5,95.15,91.35,80.6,Vinegar Balsamic Glaze,Sogno Toscano,12/250mL,CASE,N,,,VINEGARS,Y,,0,0.0,07/26/23,CASE,Vinegar Balsamic Glaze,1,2.0,2.0,07/31/23
11265,117.0,115.4,113.75,109.2,96.4,Calabrian Peppers Spicy,Sogno Toscano,2/3kg,CASE,N,8000.16,,VEGETABLES,N,,2,0.0,07/26/23,CASE,Calabrian Peppers Spicy,2,5.0,5.0,07/31/23
11268,160.05,157.8,155.6,149.4,131.8,Olive Oil Super V,Sogno Toscano,6/1gal,CASE,N,1000.24,,OILS BLENDED,N,,6,0.0,07/26/23,CASE,Olive Oil Super V,6,4.0,4.0,07/31/23
11273,9.3,9.2,9.05,8.7,7.65,Mortadella Pistachios Imported,Sogno Toscano,2/12lb,CASE,Y,,,MEAT ITALIAN,N,,5,19.5,07/26/23,CASE,Mortadella Pistachios Imported,5,3.0,3.0,07/31/23
11288,111.25,109.65,108.15,103.8,91.6,Olive Oil White Truffle Infused,Sogno Toscano,6/250mL,CASE,N,,,OILS FLAVORED,N,,3,0.0,07/26/23,CASE,Olive Oil White Truffle Infused,3,3.0,3.0,07/31/23
11304,50.3,49.6,48.9,46.95,41.45,Lady Fingers,Bonomi,10/500gr,CASE,N,,,COOKIES,N,,3,0.0,07/24/23,CASE,Lady Fingers,3,4.0,4.0,07/31/23
11309,78.45,77.35,76.25,73.2,64.6,Anchovies White,Sogno Toscano,4/1kg,CASE,N,,,FISH MARINATED,N,,8,0.0,07/26/23,CASE,Anchovies White,8,10.0,10.0,07/31/23
11314,344.3,339.45,334.75,321.35,267.8,Kaluga Royal-250gr*,Petrovich,250gr,TIN,N,,,CAVIAR,Y,,3,0.0,07/24/23,TIN,Kaluga Royal-250gr*,3,40.0,40.0,07/31/23
13005,44.3,43.7,43.1,41.35,36.5,Harissa Hot Sauce,DEA,12/14oz,CASE,N,,,SAUCES & STOCKS,N,,9,0.0,/  /,CASE,Harissa Hot Sauce,9,1.0,1.0,08/08/23
13040,49.85,49.15,48.5,46.55,41.05,Calabrian Hot Chile Peppers Chopped,Divina,2/2.1lb,CASE,N,,,VEGETABLES,N,,1,0.0,/  /,CASE,Calabrian Hot Chile Peppers Chopped,2,6.0,6.0,08/03/23
13045,37.3,36.75,36.25,34.8,30.7,Calabrian Chile Peppers Chopped,Divina,6/10.6oz,CASE,N,,,VEGETABLES,N,,0,0.0,/  /,CASE,Calabrian Chile Peppers Chopped,0,3.0,3.0,08/03/23
13050,69.4,68.4,67.45,64.75,57.15,Sweet Chili Sauce,Mae Ploy,12/32oz,CASE,N,,,ASIAN SAUCES,N,,1,0.0,/  /,CASE,Sweet Chili Sauce,1,5.0,5.0,07/31/23
13053,52.65,0.0,0.0,49.15,43.4,Chipotle Peppers Adobo,Ambrosia,24/7oz,CASE,N,45780,,VEGETABLES,N,,1,0.0,/  /,CASE,Chipotle Peppers Adobo,1,1.0,1.0,07/31/23
13054,92.45,91.15,89.9,86.3,76.15,Hearts of Palm,Ambrosia,12/28oz,CASE,N,,,VEGETABLES,N,,3,0.0,/  /,CASE,Hearts of Palm,3,4.0,4.0,07/31/23
13057,54.45,54.45,54.45,50.8,76.2,Harissa Paste Tube,DEA,24/4.2oz,CASE,N,,,SAUCES & STOCKS,N,,3,0.0,/  /,CASE,Harissa Paste Tube,3,2.0,2.0,08/08/23
13058,76.45,76.45,0.0,71.35,62.95,Chutney Major Grey Mango,Roland,12/18oz,CASE,N,,,PRESERVES,N,,5,0.0,/  /,CASE,Chutney Major Grey Mango,5,1.0,1.0,07/31/23
13062,54.0,54.0,52.5,50.4,44.5,Pepperoncini Sliced 4/1gal*,Ambrosia,4/1gal,CASE,N,,,VEGETABLES,Y,,0,0.0,/  /,CASE,Pepperoncini Sliced 4/1gal*,0,20.0,20.0,07/31/23
13063,109.1,107.55,106.05,101.8,89.85,Dijon Mustard Traditional,Esprit De Paris,4/9.5lb,CASE,N,,,MUSTARD,N,,0,0.0,/  /,CASE,Dijon Mustard Traditional,0,5.0,5.0,07/31/23
13064,116.75,116.75,113.5,108.95,96.15,Dijon Mustard Grain,Esprit De Paris,4/9.3lb,CASE,N,,,MUSTARD,N,,3,0.0,/  /,CASE,Dijon Mustard Grain,3,1.0,1.0,07/31/23
13065,123.75,122.0,120.3,115.5,101.9,Capers Non Pareil,Ambrosia,12/32 oz,CASE,N,,,CAPERS,N,,8,0.0,/  /,CASE,Capers Non Pareil,8,4.0,4.0,07/31/23
13067,52.0,51.3,50.6,48.55,42.85,Pepperoncini,Ambrosia,4/1gal,CASE,N,,,VEGETABLES,N,,0,34.0,/  /,CASE,Pepperoncini,0,8.0,8.0,07/31/23
13073,37.75,37.75,36.7,35.2,31.1,Mustard Dijon Smooth Retail,Fallot,12/7.4oz,CASE,N,,,MUSTARD,N,,1,0.0,/  /,CASE,Mustard Dijon Smooth Retail,1,1.0,1.0,08/08/23
13084,145.75,145.75,141.7,136.0,120.0,Peppercorns Green in Brine,Moulin,24/3.5oz,CASE,N,,,PEPPER,N,,1,0.0,/  /,CASE,Peppercorns Green in Brine,1,3.0,3.0,08/08/23
13088,6.15,6.1,6.0,5.75,5.1,Tasso Ham,House of Smoke,5/2lb,CASE,Y,,,MEAT HAM,N,,4,12.0,/  /,CASE,Tasso Ham,4,14.0,14.0,07/27/23
14003,131.65,129.8,128.0,122.9,108.45,Beef Jerky 12/4oz,House of Smoke,12/4oz,CASE,N,12/4oz,,MEAT BEEF,N,,1,0.0,/  /,CASE,Beef Jerky 12/4oz,1,2.0,2.0,07/27/23
14004,131.65,129.8,128.0,122.9,108.45,Buffalo Jerky 12/3oz,House of Smoke,12/3oz,CASE,N,12/3oz,,MEAT BEEF,N,,5,0.0,/  /,CASE,Buffalo Jerky 12/3oz,5,3.0,3.0,07/27/23
15001,32.85,32.4,31.95,30.7,27.05,Plain Bagels 4oz,Just Bagels,48ct,CASE,N,,,BAGELS,N,,97,0.0,/  /,CASE,Plain Bagels 4oz,97,60.0,60.0,08/07/23
15006,32.85,32.4,31.95,30.7,27.05,Everything Bagels 4oz,Just Bagels,48ct,CASE,N,,,BAGELS,N,,47,0.0,/  /,CASE,Everything Bagels 4oz,47,40.0,40.0,07/31/23
15006,32.85,32.4,31.95,30.7,27.05,Everything Bagels 4oz,Just Bagels,48ct,CASE,N,,,BAGELS,N,,47,0.0,/  /,CASE,Everything Bagels 4oz,47,90.0,90.0,08/07/23
15010,32.3,31.85,31.4,30.15,26.6,Garlic Bagels 4oz,Just Bagels,48ct,CASE,N,,,BAGELS,N,,0,0.0,/  /,CASE,Garlic Bagels 4oz,0,10.0,10.0,07/31/23
15035,221.1,218.0,214.95,206.35,182.1,Butter Sheets Unsalted,Isigny Ste Mere,10/2.2lb,CASE,N,,,DAIRY,N,,42,0.0,07/24/23,CASE,Butter Sheets Unsalted,42,100.0,100.0,07/31/23
15035,221.1,218.0,214.95,206.35,182.1,Butter Sheets Unsalted,Isigny Ste Mere,10/2.2lb,CASE,N,,,DAIRY,N,,42,0.0,07/24/23,CASE,Butter Sheets Unsalted,42,70.0,70.0,07/31/23
15052,33.9,33.9,33.0,31.65,27.95,Blueberry Bagels 4.5oz,Just Bagels,48ct,CASE,N,,,BAGELS,N,,14,0.0,/  /,CASE,Blueberry Bagels 4.5oz,14,10.0,10.0,07/31/23
15054,34.8,34.8,33.85,32.5,28.65,French Toast Bagels 4.5oz,Just Bagels,48ct,CASE,N,,,BAGELS,N,,5,0.0,/  /,CASE,French Toast Bagels 4.5oz,5,10.0,10.0,07/31/23
15054,34.8,34.8,33.85,32.5,28.65,French Toast Bagels 4.5oz,Just Bagels,48ct,CASE,N,,,BAGELS,N,,5,0.0,/  /,CASE,French Toast Bagels 4.5oz,5,20.0,20.0,08/07/23
15060,94.5,93.2,91.9,88.2,73.15,Juice Blood Orange 12/1L,Mongibello,12/1L,CASE,N,,,BEVERAGE JUICE,N,,7,0.0,/  /,CASE,Juice Blood Orange 12/1L,7,66.0,66.0,08/08/23
15063,54.8,50.9,49.5,47.5,41.9,Jalapeno Cheddar Bagels 4.5oz,Just Bagels,48ct,CASE,N,,,BAGELS,N,,13,13.0,/  /,CASE,Jalapeno Cheddar Bagels 4.5oz,13,20.0,20.0,07/31/23
15063,54.8,50.9,49.5,47.5,41.9,Jalapeno Cheddar Bagels 4.5oz,Just Bagels,48ct,CASE,N,,,BAGELS,N,,13,13.0,/  /,CASE,Jalapeno Cheddar Bagels 4.5oz,13,10.0,10.0,08/07/23
16049,131.45,129.6,127.8,122.7,108.25,Squid Ink,Sogno Toscano,12/180g,CASE,N,,,FISH MARINATED,N,,0,0.0,07/26/23,CASE,Squid Ink,0,1.0,1.0,07/31/23
16050,74.25,73.2,72.2,69.3,61.15,Tonno Tuna in Oil 24/6oz,Sclafani,24/6oz,CASE,N,,,FISH MARINATED,N,,2,0.0,/  /,CASE,Tonno Tuna in Oil 24/6oz,2,6.0,6.0,08/08/23
16072,171.45,171.45,166.7,160.0,141.2,Oil EVOO Sicilian 12/500mL,Partanna,12/500mL,CASE,N,,,OILS OLIVE,N,,4,15.0,/  /,CASE,Oil EVOO Sicilian 12/500mL,4,2.0,2.0,07/31/23
16073,245.75,242.3,238.9,229.35,202.4,Oil EVOO Sicilian 12/1L,Partanna,12/1L,CASE,N,,,OILS OLIVE,N,,3,0.0,/  /,CASE,Oil EVOO Sicilian 12/1L,3,5.0,5.0,07/31/23
16074,174.0,171.55,169.2,162.4,143.3,Oil EVOO Sicilian 4/3L,Partanna,4/3L,CASE,N,,,OILS OLIVE,N,,0,0.0,/  /,CASE,Oil EVOO Sicilian 4/3L,0,40.0,40.0,07/31/23
16075,68.5,67.55,66.6,63.95,56.45,Olive Castelvetrano,Partanna,2/2.5kg,CASE,N,,,OLIVES,N,,13,0.0,/  /,CASE,Olive Castelvetrano,13,10.0,10.0,07/31/23
16077,68.5,67.55,66.6,63.95,56.45,Olive Castelvetrano Pitted,Partanna,2/2.3kg,CASE,N,,,OLIVES,N,,8,0.0,/  /,CASE,Olive Castelvetrano Pitted,8,60.0,60.0,07/31/23
17001,65.6,64.65,63.75,61.2,54.0,Peppadew Peppers,Peppadew,2/3kg,CASE,N,,,VEGETABLES,N,,3,0.0,/  /,CASE,Peppadew Peppers,3,5.0,5.0,08/03/23
18000,55.4,55.4,54.65,0.0,45.65,Champagne Vinegar 2/5L,Beaufor,2/5L,CASE,N,,,VINEGARS,N,,10,0.0,/  /,CASE,Champagne Vinegar 2/5L,10,24.0,24.0,08/03/23
18003,44.5,44.5,43.9,41.55,36.65,Red Wine Vinegar Aged 2/5L,Beaufor,2/5L,CASE,N,,,VINEGARS,N,,15,0.0,/  /,CASE,Red Wine Vinegar Aged 2/5L,15,16.0,16.0,08/03/23
