Item Number,Level 1,Level 2,Level 3,Level 4,Level 5,Description Line 1_x,Brand Name,Pack Size,Unit of Measure_x,Priced by Weight,Description Line 2,Description Line 3,Class Name,Special Order,Item Image,On Hand Quantity_x,Item Avg. Weight,Due Date,Unit of Measure_y,Description Line 1_y,On Hand Quantity_y,Quantity Ordered,Open Balance,Expected Date
77300,168.95,166.55,164.25,157.7,139.15,Extra Virgin Olive Oil 1923,Sogno Toscano,4/3L,CASE,N,1000.16,,OILS OLIVE,N,,7,0.0,07/26/23,CASE,Extra Virgin Olive Oil 1923,7,10.0,10.0,07/31/23
77723,96.2,94.8,92.2,88.5,78.1,Puff Pastry Half Sheets,Le Coq,16/1.1lb,CASE,N,PHSM-16,,CROISS & DANISH,N,,0,0.0,/  /,CASE,Puff Pastry Half Sheets,0,24.0,24.0,07/31/23
77724,125.85,124.05,120.6,115.75,102.15,Croissant Chocolate Large,Le Coq,90/2.88oz,CASE,N,RCHOCL-105 (90/2.88oz),,CROISS & DANISH,N,,17,0.0,/  /,CASE,Croissant Chocolate Large,17,90.0,90.0,07/31/23
77725,85.3,85.3,82.95,74.65,70.25,Croissant Small,Le Coq,105/1.6oz,CASE,N,RCRS-105,,CROISS & DANISH,N,,15,0.0,/  /,CASE,Croissant Small,15,40.0,40.0,07/31/23
77726,75.7,72.5,71.5,68.65,60.6,Croissant Large,Le Coq,64/3oz,CASE,N,RCRL-64 (64/3oz),,CROISS & DANISH,N,,85,0.0,/  /,CASE,Croissant Large,85,90.0,90.0,07/31/23
77729,260.8,257.1,253.55,228.2,214.75,Danish Apple Small,Le Coq,280/1.3oz,CASE,N,RAPDS-280,,CROISS & DANISH,N,,4,0.0,/  /,CASE,Danish Apple Small,4,8.0,8.0,07/31/23
77732,243.95,240.55,237.2,213.45,200.9,Danish Cheese Small,Le Coq,300/1oz,CASE,N,RCHEDS-300,,CROISS & DANISH,N,,8,0.0,/  /,CASE,Danish Cheese Small,8,4.0,4.0,07/31/23
77733,163.85,161.55,159.3,143.4,134.95,Danish Apricot Small,Le Coq,144/1.45oz,CASE,N,RAPRDS-144,,CROISS & DANISH,N,,3,0.0,/  /,CASE,Danish Apricot Small,3,4.0,4.0,07/31/23
77734,171.3,168.85,166.5,149.85,141.05,Danish Cherry Small,Le Coq,168/1.5oz,CASE,N,RCYOFDS168,,CROISS & DANISH,N,,18,0.0,/  /,CASE,Danish Cherry Small,18,4.0,4.0,07/31/23
77735,93.3,92.0,90.75,87.1,76.85,Croissant Ham & Swiss,Le Coq,45/3oz,CASE,N,RHCCL-45,,CROISS & DANISH,N,,13,0.0,/  /,CASE,Croissant Ham & Swiss,13,24.0,24.0,07/31/23
77737,86.1,84.9,83.75,80.4,70.95,Croissant Spinach & Ricotta,Le Coq,45/3oz,CASE,N,RSPRCL-45,,CROISS & DANISH,N,,21,0.0,/  /,CASE,Croissant Spinach & Ricotta,21,16.0,16.0,07/31/23
77751,136.7,133.0,131.2,125.95,111.1,Croissant Raisin Large,Le Coq,98/3.5oz,CASE,N,RRAICL-98,,CROISS & DANISH,N,,8,0.0,/  /,CASE,Croissant Raisin Large,8,12.0,12.0,07/31/23
77753,223.0,219.85,216.8,208.15,183.65,Blueberry Danish (Small)*,Le Coq,240/1oz,CASE,N,RBLDS-240(BM/JJ),,CROISS & DANISH,N,,20,0.0,/  /,CASE,Blueberry Danish (Small)*,20,10.0,10.0,07/31/23
77757,159.4,157.15,152.85,148.8,131.3,Cinnamon Bun Medium,Le Coq,90/2.25oz,CASE,N,RCINBM-90(BM),,CROISS & DANISH,N,,17,0.0,/  /,CASE,Cinnamon Bun Medium,17,12.0,12.0,07/31/23
77763,136.15,134.25,132.4,119.15,112.15,Cinnamon Bun Small,Le Coq,168/1.7oz,CASE,N,RCIBS-168,,CROISS & DANISH,N,,9,0.0,/  /,CASE,Cinnamon Bun Small,9,12.0,12.0,07/31/23
77765,28.6,28.2,27.85,26.7,23.6,French Baguette,La Belle,10ct,CASE,N,,,BREAD,N,,2,0.0,07/26/23,CASE,French Baguette,2,45.0,45.0,07/26/23
77776,31.9,30.7,34.15,32.75,28.9,Blueberry Financier GF,La Belle,16ct,CASE,N,,,PATISSERIES,N,,2,0.0,07/26/23,CASE,Blueberry Financier GF,2,10.0,10.0,07/26/23
77778,30.85,33.45,32.95,31.65,27.95,Almond Financier GF*,La Belle,16ct,CASE,N,,,PATISSERIES,Y,,3,0.0,07/26/23,CASE,Almond Financier GF*,3,12.0,12.0,07/26/23
77782,49.5,55.8,55.0,52.8,46.6,Chocolate Croissant 4oz,La Belle,24ct,CASE,N,,,CROISS & DANISH,N,,-1,0.0,07/26/23,CASE,Chocolate Croissant 4oz,-1,1.0,1.0,07/20/23
77782,49.5,55.8,55.0,52.8,46.6,Chocolate Croissant 4oz,La Belle,24ct,CASE,N,,,CROISS & DANISH,N,,-1,0.0,07/26/23,CASE,Chocolate Croissant 4oz,-1,8.0,8.0,07/26/23
77783,39.65,43.55,42.95,41.2,36.35,Butter Croissant 4oz,La Belle,20ct,CASE,N,,,CROISS & DANISH,N,,1,0.0,07/26/23,CASE,Butter Croissant 4oz,1,2.0,2.0,07/26/23
77786,15.7,16.8,16.55,15.9,14.05,Banana Bread Sliced*,La Belle,1ea,LOAF,N,,,PATISSERIES,Y,,2,0.0,07/26/23,LOAF,Banana Bread Sliced*,2,6.0,6.0,07/26/23
77787,15.7,16.8,16.55,15.9,14.05,Lemon Bread Sliced*,La Belle,1ea,LOAF,N,,,PATISSERIES,Y,,2,0.0,07/26/23,LOAF,Lemon Bread Sliced*,2,6.0,6.0,07/26/23
77791,74.65,73.6,72.6,69.7,61.5,Dumpling Wrappers Round,Kwan Sang,16/14oz,CASE,N,,,ASIAN FOODS,N,,1,0.0,07/26/23,CASE,Dumpling Wrappers Round,1,6.0,6.0,07/26/23
77801,60.35,59.5,58.7,56.35,49.7,Fried Wonton Wrapper*,Kwan Sang,30lb,CASE,N,,,ASIAN FOODS,Y,,2,0.0,07/26/23,CASE,Fried Wonton Wrapper*,2,2.0,2.0,07/26/23
77802,114.0,112.4,110.85,106.4,93.9,Puff Pastry Full Sheets,Le Coq,16/2.2lb,CASE,N,PSM-16,,CROISS & DANISH,N,,5,0.0,/  /,CASE,Puff Pastry Full Sheets,5,8.0,8.0,07/31/23
77808,4.5,0.0,0.0,3.9,3.45,Donut Sugar New Snow,Dawn,50lb,CASE,Y,,,SUGAR & FONDANT,N,,0,50.0,/  /,CASE,Donut Sugar New Snow,1,1.0,1.0,07/27/23
77811P,5.3,4.85,4.8,4.6,4.05,Chia Seeds Black Organic 5lb,Potenza,5lb,PC.,Y,,,GRAINS,N,,3,5.0,07/26/23,PC.,Chia Seeds Black Organic 5lb,0,5.0,5.0,07/26/23
77825,155.6,153.45,151.3,145.25,128.15,Croissant Almond log Medium,Le Coq,100/2.65oz,CASE,N,RALCM-105,,CROISS & DANISH,N,,10,0.0,/  /,CASE,Croissant Almond log Medium,10,8.0,8.0,07/31/23
77835,111.6,110.05,108.5,104.2,91.95,Danish Cinnamon Large,Le Coq,98/2.75oz,CASE,N,RCINDL-98,,CROISS & DANISH,N,,5,0.0,/  /,CASE,Danish Cinnamon Large,5,8.0,8.0,07/31/23
77845,236.05,229.5,0.0,220.3,194.4,Danish Variety Pack Small,Le Coq,252/1.15oz,CASE,N,RDVS-252,,CROISS & DANISH,N,,0,0.0,/  /,CASE,Danish Variety Pack Small,0,24.0,24.0,07/31/23
77869,129.55,127.75,0.0,120.95,106.7,Danish Cheese Large,Le Coq,98/2.7oz,CASE,N,RCHEDL-98,,CROISS & DANISH,N,,20,0.0,/  /,CASE,Danish Cheese Large,21,8.0,8.0,07/31/23
77883,47.3,53.3,52.6,50.5,47.3,"Bacon & Cheddar Quiche 4""",La Belle,12ct,CASE,N,,,PATISSERIES,N,,3,0.0,07/26/23,CASE,"Bacon & Cheddar Quiche 4""",3,30.0,30.0,07/26/23
77884,47.3,53.3,52.6,50.5,44.55,"Spinach & Mushroom Quiche 4""",La Belle,12ct,CASE,N,,,PATISSERIES,N,,9,0.0,07/26/23,CASE,"Spinach & Mushroom Quiche 4""",9,20.0,20.0,07/26/23
77888,31.9,34.6,34.15,32.75,28.9,Chocolate Financier GF,La Belle,16ct,CASE,N,,,PATISSERIES,N,,1,0.0,07/26/23,CASE,Chocolate Financier GF,1,8.0,8.0,07/26/23
77897,89.35,88.1,86.85,83.4,73.6,Mirror Glaze Cold,Jelfix,7kg,PAIL,N,,,TECHNCAL NGRDNT,N,,2,0.0,/  /,PAIL,Mirror Glaze Cold,2,6.0,6.0,07/31/23
77904,52.9,59.6,58.75,56.4,49.8,Pain Suisse*,La Belle,24ct,CASE,N,,,PATISSERIES,Y,,1,0.0,07/26/23,CASE,Pain Suisse*,1,2.0,2.0,07/26/23
77905,56.4,55.6,54.85,52.65,46.45,Nutella Cruffin*,La Belle,24ct,CASE,N,,,CROISS & DANISH,Y,,4,0.0,07/26/23,CASE,Nutella Cruffin*,4,3.0,3.0,07/26/23
77906,44.0,49.6,48.9,46.95,41.45,Almond Croissant*,La Belle,20ct,CASE,N,,,CROISS & DANISH,Y,,-2,0.0,07/26/23,CASE,Almond Croissant*,-2,2.0,2.0,07/20/23
77906,44.0,49.6,48.9,46.95,41.45,Almond Croissant*,La Belle,20ct,CASE,N,,,CROISS & DANISH,Y,,-2,0.0,07/26/23,CASE,Almond Croissant*,-2,8.0,8.0,07/26/23
78033,45.8,42.25,39.25,36.65,32.35,Sumac LG,Potenza,80oz,PC.,N,,,SPICES,N,,4,0.0,07/26/23,PC.,Sumac LG,4,3.0,3.0,07/26/23
78044,66.1,0.0,0.0,61.7,54.4,Udon Noodles Fresh*,Pacific,30/7oz,CASE,N,,,ASIAN FOODS,Y,,0,0.0,07/25/23,CASE,Udon Noodles Fresh*,0,2.0,2.0,07/25/23
78103,28.5,26.45,25.7,24.7,21.8,Turmeric Ground LG,Potenza,80oz,PC.,N,,,SPICES,N,,4,0.0,07/26/23,PC.,Turmeric Ground LG,4,3.0,3.0,07/26/23
78562,347.15,247.95,241.1,231.45,204.2,Vegetable Glycerin*,Nature's Oil,44lb,PC.,N,,,OILS VEGETABLE,Y,,-1,0.0,/  /,PC.,Vegetable Glycerin*,-1,1.0,1.0,07/24/23
78790,44.85,37.9,37.35,35.85,31.65,Duck Eggs 20 ct*,Pacific,20ct,CASE,N,,,ASIAN FOODS,Y,,0,0.0,07/25/23,CASE,Duck Eggs 20 ct*,0,1.0,1.0,07/25/23
78793,98.1,96.7,95.35,91.55,80.8,Mushroom Seasoning Powder,Lee Kum Kee,12/400g,CASE,N,,,ASIAN FOODS,N,,0,0.0,07/25/23,CASE,Mushroom Seasoning Powder,0,1.0,1.0,07/25/23
79998,70.15,65.15,63.3,60.8,53.65,Millet Hulled,Potenza,50lb,CASE,N,,,GRAINS,N,,0,0.0,07/26/23,CASE,Millet Hulled,1,1.0,1.0,07/26/23
80000,13.95,12.75,12.6,12.05,10.65,Nutritional Yeast,Potenza,1lb,BAG,N,,,SPICES,N,,-1,0.0,07/26/23,BAG,Nutritional Yeast,-1,18.0,18.0,07/26/23
80015,73.15,72.15,71.15,68.3,60.25,Sugar Trimoline Inverted,DGF,7kg,PAIL,N,,,SUGAR & FONDANT,N,,9,0.0,/  /,PAIL,Sugar Trimoline Inverted,9,4.0,4.0,07/31/23
80060,476.5,463.1,456.65,438.4,386.8,Cherries Amarena,Brover,6/2.75kg,CASE,N,,,FRUITS,N,,2,0.0,/  /,CASE,Cherries Amarena,2,8.0,8.0,08/08/23
80077,106.9,105.4,103.9,99.75,88.0,Instant Custard (pastry cream cold),Pastry Star,25lb,CASE,N,,,PASTRY INGRDNTS,N,,0,0.0,/  /,CASE,Instant Custard (Pastry Cream),0,3.0,3.0,08/14/23
80085,104.3,104.3,101.4,97.35,85.9,Raspberry Jam Seedless Bake Proof,Pastry Star,20lb,PAIL,N,,,PASTRY INGRDNTS,N,,13,0.0,/  /,PAIL,Raspberry Jam Seedless Bake Proof,13,30.0,30.0,08/14/23
80095,96.0,89.15,86.7,83.2,73.45,Strawberry Jam Bake Proof,Pastry Star,20lb,PAIL,N,,,PASTRY INGRDNTS,N,,21,0.0,/  /,PAIL,Strawberry Jam Bake Proof,21,30.0,30.0,08/14/23
80100,140.8,138.85,136.9,131.4,115.95,Apricot Glaze,DGF,14kg,PAIL,N,,,PASTRY INGRDNTS,N,,1,0.0,/  /,PAIL,Apricot Glaze,1,1.0,1.0,07/31/23
80101,80.95,79.8,78.7,75.55,66.65,Fondant Patissier,DGF,17.6lb,PAIL,N,,,SUGAR & FONDANT,N,,14,0.0,/  /,PAIL,Fondant Patissier,14,8.0,8.0,07/31/23
80107,380.8,369.95,364.75,345.3,304.65,Chocolate Batons 300ct,DGF,15/300ct,CASE,N,,,CHOCOLATE DECOR,N,,9,0.0,/  /,CASE,Chocolate Batons 300ct,9,4.0,4.0,07/31/23
80110,80.45,0.0,0.0,75.1,66.25,Genoise Mix,ifigourmet,22lb,BAG,N,,,PASTRY INGRDNTS,N,,1,0.0,/  /,BAG,Genoise Mix,1,1.0,1.0,07/31/23
80117,41.65,41.05,40.5,38.9,34.3,Glucose Dried,ifigourmet,11lb,PAIL,N,,,SUGAR & FONDANT,N,,7,0.0,/  /,PAIL,Glucose Dried,7,4.0,4.0,07/31/23
80118,624.25,606.65,598.25,574.3,506.75,Fruit Pectin*,Louis Francois,6/1kg,CASE,N,E440,,TECHNCAL NGRDNT,Y,,1,0.0,/  /,CASE,Fruit Pectin*,1,4.0,4.0,07/31/23
81102,10.8,10.65,10.5,10.1,8.9,Buffalo Jalapeno Cheddar Bratwurst,Continental,10lb,CASE,Y,,,SAUSAGE,N,,0,11.0,/  /,CASE,Buffalo Jalapeno Cheddar Bratwurst,1,4.0,4.0,07/27/23
81107,88.85,86.35,85.15,81.75,72.15,Bosna Sausage*,Continental,10lb,CASE,N,,,SAUSAGE,N,,27,0.0,/  /,CASE,Bosna Sausage*,27,30.0,30.0,07/27/23
81108,105.8,104.3,102.85,98.75,87.15,Elk Jalapeno Cheddar Bratwurst,Continental,10lb,CASE,N,,,SAUSAGE,N,,3,0.0,/  /,CASE,Elk Jalapeno Cheddar Bratwurst,3,4.0,4.0,07/27/23
84022,217.5,214.45,211.5,203.0,179.15,Strawberry Jam Organic,Colo Mtn Jam,4/1gal,CASE,N,,,PRESERVES,N,,3,0.0,/  /,CASE,Strawberry Jam Organic,3,2.0,2.0,07/27/23
84023,217.5,214.45,211.5,203.0,179.15,Raspberry Jam Organic,Colo Mtn Jam,4/1gal,CASE,N,,,PRESERVES,N,,3,0.0,/  /,CASE,Raspberry Jam Organic,3,3.0,3.0,07/27/23
84026,217.5,214.45,211.5,203.0,179.15,Mission Fig Jam,Colo Mtn Jam,4/1gal,CASE,N,,,PRESERVES,N,,3,0.0,/  /,CASE,Mission Fig Jam,3,1.0,1.0,07/27/23
84029,217.5,214.45,211.5,203.0,179.15,Apricot Jam,Colo Mtn Jam,4/1gal,CASE,N,,,PRESERVES,N,,1,0.0,/  /,CASE,Apricot Jam,1,2.0,2.0,07/27/23
84040,54.65,53.9,53.15,51.0,45.0,Strawberry Jam Organic 12/8oz,Colo Mtn Jam,12/8oz,CASE,N,,,PRESERVES,N,,0,0.0,/  /,CASE,Strawberry Jam Organic 12/8oz,0,2.0,2.0,07/27/23
85555,157.45,155.25,153.1,146.95,129.65,Manzanilla Olives Pitted,Losada,4/1gal,CASE,N,,,OLIVES,N,,2,0.0,/  /,CASE,Manzanilla Olives Pitted,2,1.0,1.0,07/31/23
85561,154.6,152.4,150.3,144.3,127.3,Olive Mix Carmona Natural,Losada,4/1gal,CASE,N,,,OLIVES,N,,1,0.0,/  /,CASE,Olive Mix Carmona Natural,1,1.0,1.0,07/31/23
85569,125.15,0.0,0.0,116.8,103.1,Serrano Ham Sliced Palacios 3.5oz,Palacios,12/3.5oz,CASE,N,,,MEAT SPANISH,N,,5,0.0,/  /,CASE,Serrano Ham Sliced Palacios 3.5oz,5,8.0,8.0,07/31/23
85571,47.15,0.0,0.0,44.0,38.85,Chips Potato Black Truffle,Torres,20/40g,CASE,N,,,CRACKERS,N,,-4,0.0,/  /,CASE,Chips Potato Black Truffle,-4,25.0,25.0,07/31/23
85572,47.15,0.0,0.0,44.0,38.85,Chips Potato Iberico Ham,Torres,20/50g,CASE,N,,,CRACKERS,N,,11,0.0,/  /,CASE,Chips Potato Iberico Ham,12,6.0,6.0,07/31/23
85573,47.15,0.0,0.0,44.0,38.85,Chips Potato Extra Virgin Olive Oil,Torres,20/50g,CASE,N,,,CRACKERS,N,,7,0.0,/  /,CASE,Chips Potato Extra Virgin Olive Oil,8,8.0,8.0,07/31/23
85576,47.15,0.0,0.0,44.0,38.85,Chips Potato Cured Cheese,Torres,20/50g,CASE,N,,,CRACKERS,N,,6,0.0,/  /,CASE,Chips Potato Cured Cheese,7,8.0,8.0,07/31/23
85585,109.3,102.0,95.65,90.0,85.0,Chorizo Iberico 15/2oz,Fermin,15/2oz,CASE,N,,,MEAT SPANISH,N,,0,0.0,/  /,CASE,Chorizo Iberico 15/2oz,0,3.0,3.0,07/31/23
86500,12.7,11.6,11.2,12.7,11.2,Turkey Smoked Peach Wood ABF,River Bear,3/5lb,CASE,Y,,,MEAT POULTRY,N,,0,15.0,07/26/23,CASE,Turkey Smoked Peach Wood ABF,-1,14.0,14.0,07/26/23
86502,14.7,13.45,12.95,14.7,12.95,Pastrami Black Angus*,River Bear,2/4lb,CASE,Y,,,MEAT BEEF,Y,,0,25.0,07/26/23,CASE,Pastrami Black Angus*,0,1.0,1.0,07/26/23
86504,15.65,15.25,14.7,16.7,14.7,Ham Country Dry Cured*,River Bear,20lb,CASE,Y,,,MEAT HAM,Y,,-1,25.0,07/26/23,CASE,Ham Country Dry Cured*,-1,1.0,1.0,07/26/23
86508,8.25,8.1,8.0,7.7,6.8,Pork Breakfast Links*,River Bear,4/12oz,CASE,Y,,,SAUSAGE,Y,,3,12.0,07/26/23,CASE,Pork Breakfast Links*,1,2.0,2.0,07/26/23
86509,12.5,12.35,12.2,11.7,10.3,Summer Sausage*,River Bear,20/1lb,CASE,Y,,,SAUSAGE,Y,,2,20.0,07/26/23,CASE,Summer Sausage*,2,5.0,5.0,07/26/23
86623,100.8,99.4,98.0,94.1,83.0,Heath Bar Pieces*,TR Toppers,2/5lb,CASE,N,,,SNACKS & CANDY,Y,,2,0.0,/  /,CASE,Heath Bar Pieces*,2,1.0,1.0,07/27/23
86624,99.15,97.75,96.4,92.5,81.65,Powdered Sugar Organic,Potenza,50lb,BAG,N,,,SUGAR & FONDANT,N,,0,0.0,07/26/23,BAG,Powdered Sugar Organic,0,1.0,1.0,07/26/23
86626,47.2,45.9,0.0,44.05,38.9,Sugar Powdered 10X,Dawn,50lb,BAG,N,,,SUGAR & FONDANT,N,,8,0.0,/  /,BAG,Sugar Powdered 10X,9,5.0,5.0,07/27/23
87003,44.6,47.15,44.6,41.85,39.4,Sturia Caviar Vintage 30g,Sturia Caviar,30g,TIN,N,Best By Date:,,CAVIAR,N,,17,0.0,/  /,TIN,Sturia Caviar Vintage 30g,17,8.0,8.0,09/01/23
87004,22.35,23.6,22.35,20.95,19.7,Sturia Caviar Origin 15g,Sturia Caviar,15g,TIN,N,Best By Date:,,CAVIAR,N,,3,0.0,/  /,TIN,Sturia Caviar Origin 15g,3,40.0,40.0,09/01/23
87005,44.6,47.15,44.6,41.85,39.4,Sturia Caviar Origin 30g,Sturia Caviar,30g,TIN,N,Best By Date:,,CAVIAR,N,,17,0.5,/  /,TIN,Sturia Caviar Origin 30g,17,8.0,8.0,09/01/23
87012,450.0,475.4,468.75,421.9,397.1,Sturia Caviar Oscietra 250g*,Sturia Caviar,250g,TIN,N,Best By Date:,,CAVIAR,Y,,0,0.0,/  /,TIN,Sturia Caviar Oscietra 250g*,0,3.0,3.0,09/01/23
87021,180.0,190.15,180.0,168.75,158.85,Sturia Caviar Oscietra 100g,Sturia Caviar,100g,TIN,N,Best By Date:,,CAVIAR,N,,0,0.5,/  /,TIN,Sturia Caviar Oscietra 100g,0,6.0,6.0,09/01/23
87137,8.65,8.55,8.45,8.1,7.15,Prosciutto Cotto Herbs*,Leoncini,18b,CASE,Y,,,MEAT ITALIAN,Y,,30,18.0,/  /,CASE,Prosciutto Cotto Herbs*,30,20.0,20.0,07/27/23
87145,53.4,52.65,51.95,49.85,44.0,Hi-Pro Flour Unbleached*,Giusto's,50lb,BAG,N,,,FLOUR,Y,,1,0.0,/  /,BAG,Hi-Pro Flour Unbleached*,1,10.0,10.0,08/10/23
87146,25.75,25.4,25.05,24.05,20.05,Sea Salt Fine Bulk,Giusto's,25lb,CASE,N,,,SALT,N,,6,0.0,/  /,CASE,Sea Salt Fine Bulk,6,20.0,20.0,08/10/23
87150,8.65,8.55,8.4,8.1,7.15,Prosciutto Cotto Ham 16lb*,Leoncini,16lb,CASE,Y,,,MEAT ITALIAN,Y,,4,18.0,/  /,CASE,Prosciutto Cotto Ham 16lb*,4,14.0,14.0,07/27/23
88010,26.25,25.9,25.55,24.5,21.65,Egg Replacer*,Bob's Red Mill,5/12oz,CASE,N,,,TECHNCAL NGRDNT,Y,,0,0.0,07/26/23,CASE,Egg Replacer*,0,1.0,1.0,07/26/23
88028,29.05,0.0,0.0,27.15,23.95,Soy Lecithin Powder-400gr,Sosa,400gr,PC.,N,,,TECHNCAL NGRDNT,N,,2,0.0,/  /,PC.,Soy Lecithin Powder-400gr,2,6.0,6.0,07/31/23
88030,77.05,71.55,70.55,66.75,58.9,Curls Dark Blossom,Luijckx,8.8lb,CASE,N,96300,,CHOCOLATE DECOR,N,,0,0.0,/  /,CASE,Curls Dark Blossom,0,10.0,10.0,07/31/23
88035,93.75,87.05,85.8,81.25,71.7,Curls White Blossom,Luijckx,8.8lb,CASE,N,96302,,CHOCOLATE DECOR,N,,1,0.0,/  /,CASE,Curls White Blossom,1,5.0,5.0,07/31/23
88039,66.5,65.55,64.65,62.05,54.75,"Microdrops Mixed 25,000ct",ifigourmet,5.5lb,CASE,N,96364,,CHOCOLATE DECOR,N,,1,6.0,/  /,CASE,"Microdrops Mixed 25,000ct",1,1.0,1.0,07/31/23
88044,331.55,307.9,299.35,287.35,253.55,Seasoning Everything Bagel 50#*,Potenza,50lb,PC.,N,,,SPICES,Y,,0,0.0,07/26/23,PC.,Seasoning Everything Bagel 50#*,0,1.0,1.0,07/26/23
88060,4.35,4.25,4.2,4.05,3.55,Spice Container Large Handle*,Potenza,54ct,PC.,N,,,NON-FOOD ITEMS,N,,0,0.0,07/20/23,PC.,Spice Container Large Handle*,0,90.0,90.0,/  /
88061,4.6,4.5,4.45,4.3,3.8,Spice Container Large LID*,Potenza,54ct,PC.,N,,,NON-FOOD ITEMS,N,,0,0.0,07/20/23,PC.,Spice Container Large LID*,0,90.0,90.0,/  /
88102,44.15,43.55,42.95,42.35,36.35,Pretzel Twist 10oz,Prop & Peller,12ct,CASE,N,PPP12J,Salt Included,BREAD,N,,33,0.0,/  /,CASE,Pretzel Twist 10oz,33,24.0,24.0,08/07/23
88104,77.1,76.0,74.95,71.95,63.5,Pretzel Bites,Prop & Peller,500/0.48oz,CASE,N,PPP480,Salt Included,BREAD,N,,13,0.0,/  /,CASE,Pretzel Bites,13,20.0,20.0,08/07/23
88106,70.7,69.75,68.75,66.0,58.25,Pretzel Zeppelin Stick 1.14oz,Prop & Peller,140ct,CASE,N,PPP5S140B,"Salt Included - 5""",BREAD,N,,33,0.0,/  /,CASE,Pretzel Zeppelin Stick 1.14oz,33,12.0,12.0,08/07/23
88107,45.4,44.8,44.15,42.4,37.4,"Pretzel Sub 6.5"" 3.7oz",Prop & Peller,45ct,CASE,N,PPP65S45B,,BREAD,N,,0,0.0,/  /,CASE,"Pretzel Sub 6.5"" 3.7oz",0,12.0,12.0,08/07/23
88108,63.6,62.7,61.85,59.35,52.4,"Pretzel Bun 4"" 3oz",Prop & Peller,72ct,CASE,N,PPP4B72B,Salt Not Included,BREAD,N,,-1,0.0,/  /,CASE,"Pretzel Bun 4"" 3oz",-1,12.0,12.0,08/07/23
88153,56.4,55.6,55.6,52.65,46.45,Agar Agar Powder,Sosa,500g,PC.,N,,,TECHNCAL NGRDNT,N,,5,0.0,/  /,PC.,Agar Agar Powder,5,6.0,6.0,07/31/23
88166,69.6,68.6,68.6,64.95,50.09,Strawberry Crispy Wet Proof- 400g,Sosa,400gr,PC.,N,,,TECHNCAL NGRDNT,N,,4,0.0,/  /,PC.,Strawberry Crispy Wet Proof- 400g,5,6.0,6.0,07/31/23
88888,128.6,124.95,123.25,118.3,104.4,Croissant P&B Large,Delifrance,165/2.5oz,CASE,N,18615,,CROISS & DANISH,N,,3,0.0,/  /,CASE,Croissant P&B Large,3,10.0,10.0,07/31/23
89000,144.65,144.65,140.65,135.0,112.27,Dark Choc Ecuador (Baking Choc)-56%,RDC,4/2.5kg,CASE,N,56% - 18830,,CHOC COUVERTURE,N,,1,0.0,/  /,CASE,Dark Choc Ecuador (Baking Choc)-56%,1,3.0,3.0,07/31/23
89005,216.8,213.75,210.75,202.35,178.55,Milk Chocolate Peru 38%,RDC,4/2.5kg,CASE,N,18859,,CHOC COUVERTURE,N,,6,0.0,/  /,CASE,Milk Chocolate Peru 38%,8,5.0,5.0,07/31/23
89012,223.9,220.75,217.7,208.95,174.15,White Choc Ecuador-31%,RDC,4/2.5kg,CASE,N,18843,,CHOC COUVERTURE,N,,16,0.0,/  /,CASE,White Choc Ecuador-31%,17,5.0,5.0,07/31/23
89013,218.5,215.45,212.45,203.95,163.73,White Choc w/ Roasted Corn-33%,RDC,4/2.5kg,CASE,N,30033,,CHOC COUVERTURE,N,,1,0.0,/  /,CASE,White Choc w/ Roasted Corn-33%,1,4.0,4.0,07/31/23
90000,15.9,15.65,15.45,14.8,13.1,Prosciutto Di San Daniele,Galloni,18lb,PC.,Y,,,MEAT ITALIAN,N,,1,18.0,/  /,PC.,Prosciutto Di San Daniele,1,3.0,3.0,08/07/23
90024,82.0,80.85,79.75,76.55,67.55,Prosciutto Presliced 20mo 12/3oz,Galloni,12/3oz,CASE,N,,,MEAT ITALIAN,N,,12,0.0,/  /,CASE,Prosciutto Presliced 20mo 12/3oz,12,35.0,35.0,08/07/23
90025,12.95,12.95,0.0,12.1,10.65,Speck Alto Adige 1/2 Cut,Recla,2/5lb,CASE,Y,,,MEAT ITALIAN,N,,2,12.0,/  /,CASE,Speck Alto Adige 1/2 Cut,2,8.0,8.0,07/27/23
90026,14.1,14.2,14.0,13.4,12.2,Prosciutto Di Parma,Galloni,18lb,PC.,Y,,,MEAT ITALIAN,N,,27,18.0,/  /,PC.,Prosciutto Di Parma,27,10.0,10.0,08/07/23
90027,18.4,18.15,18.15,16.35,15.4,Prosciutto Di Parma 24mo,Galloni,18lb,PC.,Y,,,MEAT ITALIAN,N,,0,18.0,/  /,PC.,Prosciutto Di Parma 24mo,0,6.0,6.0,08/07/23
91000,59.51,49.7,48.3,46.35,40.9,Silica Desiccant Packs*,Chef Rubber,5/4oz,BAG,N,,,NON-FOOD ITEMS,Y,,-2,2.0,/  /,BAG,Silica Desiccant Packs*,-2,1.0,1.0,07/31/23
94002,86.1,84.9,83.7,80.35,70.9,Toffee Singles Milk Chocolate Bulk*,ENSTROM,200ct,CASE,N,10102,,SNACKS & CANDY,Y,,0,0.0,/  /,CASE,Toffee Singles Milk Chocolate Bulk*,0,5.0,5.0,08/02/23
94003,85.75,84.55,83.35,80.0,70.6,Toffee Singles Dark Chocolate Bulk*,ENSTROM,200ct,CASE,N,10103,,SNACKS & CANDY,Y,,1,0.0,/  /,CASE,Toffee Singles Dark Chocolate Bulk*,1,9.0,9.0,08/02/23
