"Item Number","Level 1","Level 2","Level 3","Level 4","Level 5","Description Line 1","Brand Name","Pack Size","Unit of Measure","Priced by Weight","Description Line 2","Description Line 3","Class Name","Special Order","Item Image","On Hand Quantity","Item Avg. Weight","Due Date"
"90015P",6.05,5.90,5.70,5.50,4.85,"Sopressata Small Hot 9oz","Citterio","9oz","PC.","N","(0)35032-32109","","MEAT ITALIAN","N",,1,0.00,"/  /"
"90016",9.50,9.35,9.25,8.85,7.80,"Sopressata Large Sweet","Citterio","3/7.5lb","CASE","Y","Expire Date:","","MEAT ITALIAN","N",,0,25.00,"/  /"
"90016P",9.50,9.50,9.25,8.85,7.80,"Sopressata Large Sweet 7.5lb","Citterio","7.5lb","PC.","Y","Expire Date:","","MEAT ITALIAN","N",,-2,8.50,"/  /"
"90017",9.50,9.35,9.25,8.85,7.80,"Sopressata Large Hot","Citterio","3/7.5lb","CASE","Y","Expire Date:","","MEAT ITALIAN","N",,1,22.50,"/  /"
"90017P",9.50,9.35,9.25,8.85,7.80,"Sopressata Large Hot 7.5lb","Citterio","7.5lb","PC.","Y","Expire Date:","","MEAT ITALIAN","N",,0,7.50,"/  /"
"90020",13.20,13.05,12.85,12.35,10.90,"Coppa Hot","Citterio","6/2.5lb","CASE","Y","Expire Date:","","MEAT ITALIAN","N",,3,15.00,"/  /"
"90020P",13.60,13.20,12.85,12.35,10.90,"Coppa Hot 2.5lb","Citterio","2.5lb","PC.","Y","Expire Date:","","MEAT ITALIAN","N",,2,2.85,"/  /"
"90022",111.10,109.55,108.00,103.70,91.50,"Salami Calabrese","Citterio","24/7oz","CASE","N","","","MEAT ITALIAN","N",,7,0.00,"/  /"
"90022P",4.65,4.65,4.50,4.35,3.85,"Salami Calabrese 7oz","Citterio","7oz","PC.","N","","","MEAT ITALIAN","N",,1,0.00,"/  /"
"90024",82.00,80.85,79.75,76.55,67.55,"Prosciutto Presliced 20mo 12/3oz","Galloni","12/3oz","CASE","N","","","MEAT ITALIAN","N",,12,0.00,"/  /"
"90025",12.95,12.95,0.00,12.10,10.65,"Speck Alto Adige 1/2 Cut","Recla","2/5lb","CASE","Y","","","MEAT ITALIAN","N",,2,12.00,"/  /"
"90025P",13.15,12.95,0.00,12.10,10.65,"Speck Alto Adige 1/2 Cut","Recla","5lb","PC.","Y","","","MEAT ITALIAN","N",,1,6.00,"/  /"
"90026",14.10,14.20,14.00,13.40,12.20,"Prosciutto Di Parma","Galloni","18lb","PC.","Y","","","MEAT ITALIAN","N",,27,18.00,"/  /"
"90027",18.40,18.15,18.15,16.35,15.40,"Prosciutto Di Parma 24mo","Galloni","18lb","PC.","Y","","","MEAT ITALIAN","N",,0,18.00,"/  /"
"90029",6.70,6.65,6.55,6.30,5.55,"Ham Rosemary","Citterio","2/7.5lb","CASE","Y","809","Expire Date:","MEAT HAM","N",,8,15.00,"/  /"
"90029P",6.70,6.70,6.55,6.30,5.55,"Ham Rosemary 7.5lb","Citterio","7.5lb","PC.","Y","809","Expire Date:","MEAT HAM","N",,1,7.50,"/  /"
"90034",6.05,5.95,5.85,5.65,5.00,"Pepperoni Sandwich*","Citterio","4/4lb","CASE","Y","Expire Date:","","MEAT ITALIAN","Y",,0,16.00,"/  /"
"90034P",6.20,5.95,5.85,5.65,5.00,"Pepperoni Sandwich 4lb*","Citterio","4lb","PC.","Y","Expire Date:","","MEAT ITALIAN","Y",,0,4.00,"/  /"
"90040",53.05,52.30,51.60,46.40,43.70,"Fresh Mozzarella Logs Sliced","BelGioioso","8/1lb","CASE","N","","","CHEESE DOMESTIC","N",,1,0.00,"/  /"
"90040P",7.15,6.55,6.45,5.80,5.50,"Fresh Mozzarella Logs Sliced 1lb","BelGioioso","1lb","PC.","N","","","CHEESE DOMESTIC","N",,0,0.00,"/  /"
"90043",18.85,18.85,18.35,17.60,15.55,"Bresaola","Citterio","2/3.5lb","CASE","Y","Expire Date:","","MEAT ITALIAN","N",,7,7.00,"/  /"
"90043P",19.40,18.85,18.35,17.60,15.55,"Bresaola 2.5lb","Citterio","3.5lb","PC.","Y","Expire Date:","","MEAT ITALIAN","N",,0,3.00,"/  /"
"90099",80.15,0.00,0.00,72.70,64.15,"Miso White Organic","Namikura","10/2.2lb","CASE","N","","","ASIAN FOODS","N",,9,0.00,"/  /"
"90099P",8.05,0.00,0.00,7.30,6.45,"Miso White Organic 2.2lb","Namikura","2.2LB","PC.","N","","","ASIAN FOODS","N",,7,0.00,"/  /"
"90100",190.70,158.90,132.45,127.15,112.20,"Nori Sheets","WA Imports","10/50ct","CASE","N","","","ASIAN FOODS","N",,4,0.00,"/  /"
"90100P",19.10,15.90,13.25,12.75,11.25,"Nori Sheets 50ct","WA Imports","50ct","BAG","N","","","ASIAN FOODS","N",,5,0.00,"/  /"
"90101",73.55,76.95,0.00,66.70,90.95,"Miso Red Organic","Namikura","10/2.2lb","CASE","N","","","ASIAN FOODS","N",,3,0.00,"/  /"
"90101P",7.40,7.70,0.00,6.70,9.10,"Miso Red Organic 2.2lb","Namikura","2.2lb","PC.","N","","","ASIAN FOODS","N",,9,0.00,"/  /"
"90103",120.20,0.00,0.00,109.00,136.25,"Black Garlic Molasses","WA Imports","6/250mL","CASE","N","","","ASIAN FOODS","N",,4,0.00,"/  /"
"90103P",20.05,0.00,0.00,18.20,22.75,"Black Garlic Molasses 250ml","WA Imports","250ml","PC.","N","","","ASIAN FOODS","N",,5,0.00,"/  /"
"90104",68.60,73.85,66.70,64.00,56.50,"Aji Nori Furikake*","Santaka Spice","12/300g","CASE","N","","","SPICES","Y",,1,0.00,"/  /"
"90104P",6.70,6.20,5.60,5.35,4.75,"Aji Nori Furikake*","Santaka Spice","300g","PC.","N","","","SPICES","Y",,0,0.00,"/  /"
"90105",115.15,111.90,108.75,104.40,92.15,"Soba Noodles","Jayone","10/3lb","CASE","N","","","ASIAN FOODS","N",,4,0.00,"/  /"
"90110",135.80,122.60,0.00,117.70,103.85,"Lotus Root In Water*","Pacific","22/16oz","CASE","N","","","ASIAN FOODS","Y",,0,0.00,"/  /"
"90110P",6.20,5.60,0.00,5.35,4.75,"Lotus Root In Water 16oz*","Pacific","16oz","PC.","N","","","ASIAN FOODS","N",,0,0.00,"/  /"
"90111",86.70,85.40,78.30,75.15,66.30,"Cold Mountain Koji*","Pacific","6/20oz","CASE","N","","","ASIAN FOODS","N",,0,0.00,"/  /"
"90111P",14.45,14.25,13.05,12.55,11.05,"Cold Mountain Koji 20oz*","Pacific","20oz","PC.","N","","","ASIAN FOODS","N",,4,0.00,"/  /"
"90120",54.90,54.10,53.35,51.20,45.20,"Urfa Biber Chile Flakes","D'Allasandro","5lb","CASE","N","","","DRIED CHILES","N",,2,0.00,"/  /"
"90121",99.15,92.05,89.50,85.90,75.80,"Makrut Lime Leaves Dried*","Woodland","3lb","CASE","N","","","SPICES","Y",,1,0.00,"/  /"
"90122",217.95,202.40,0.00,188.90,166.65,"Yuzu Juice 6/750mL","Yakami Orchard","6/750mL","CASE","N","","","ASIAN FOODS","N",,10,0.00,"/  /"
"90122P",36.35,33.75,0.00,31.50,27.80,"Yuzu Juice 750mL","Yakami Orchard","750ml","PC.","N","","","ASIAN FOODS","N",,1,0.00,"/  /"
"90123",116.85,115.20,113.60,109.05,96.20,"Black Garlic Shoyu","Haku","6/500mL","CASE","N","","","ASIAN SAUCES","N",,3,0.00,"/  /"
"90123P",20.05,20.05,18.95,18.20,16.05,"Black Garlic Shoyu 500ml","Haku","500mL","PC.","N","","","ASIAN SAUCES","N",,3,0.00,"/  /"
"90124",257.00,235.30,232.05,222.75,196.55,"Kimchee Base","Cosmos","24/16oz","CASE","N","","","ASIAN FOODS","N",,3,0.00,"/  /"
"90124P",10.75,9.85,9.70,9.30,8.20,"Kimchee Base 16oz","Cosmos","16oz","PC.","N","","","ASIAN FOODS","N",,23,0.00,"/  /"
"90125",120.00,0.00,0.00,104.00,91.80,"Yuzu Marmalade","Yakami Orchard","6/580g","CASE","N","","","PRESERVES","N",,9,0.00,"/  /"
"90125P",19.15,18.60,0.00,17.35,15.30,"Yuzu Marmalade 580g","Yakami Orchard","580g","PC.","N","","","PRESERVES","N",,4,0.00,"/  /"
"90126",115.50,105.75,104.25,100.10,88.30,"Kimchee*","Huy Fong","4/1gal","CASE","N","","","ASIAN FOODS","Y",,0,0.00,"/  /"
"90126P",28.90,26.45,26.10,25.05,22.10,"Kimchee 1gal*","Huy Fong","1gal","PC.","N","","","ASIAN FOODS","N",,1,0.00,"/  /"
"90128",86.00,78.75,77.65,74.55,65.80,"Suiji Mirin","Tsuki","6/1.8L","CASE","N","","","ASIAN FOODS","N",,11,0.00,"/  /"
"90128P",14.35,13.15,12.95,12.45,11.00,"Suiji Mirin 1.8L","Tsuki","1.8L","PC.","N","","","ASIAN FOODS","N",,4,0.00,"/  /"
"90129",148.70,142.40,140.45,134.80,168.50,"Soy Sauce Smoked","Haku","6/750mL","CASE","N","","","ASIAN SAUCES","N",,0,0.00,"/  /"
"90129P",24.80,23.75,23.45,22.50,28.10,"Soy Sauce Smoked 750ml","Haku","750ml","PC.","N","","","ASIAN SAUCES","N",,3,0.00,"/  /"
"90130",165.40,158.40,156.20,149.95,132.35,"Soy Sauce Whiskey Barrel Aged","Haku","6/750mL","CASE","N","","","ASIAN SAUCES","N",,2,0.00,"/  /"
"90130P",27.60,26.40,26.05,25.00,22.10,"Soy Sauce Whiskey Barrel Aged 750ml","Haku","750ml","PC.","N","","","ASIAN SAUCES","N",,1,0.00,"/  /"
"90131",306.65,293.70,289.60,278.00,401.00,"Matcha Green Tea Powder","Masato Tea","6/2.2lb","CASE","N","","","ASIAN FOODS","N",,2,0.00,"/  /"
"90131P",51.15,48.95,48.30,46.35,66.85,"Matcha Green Tea Powder 2.2lb","Masato Tea","2.2lb","PC.","N","","","ASIAN FOODS","N",,2,0.00,"/  /"
"90132",127.30,125.50,123.75,118.80,148.50,"Yuzu Kosho Green","Yakami Orchard","6/500g","CASE","N","","","ASIAN SAUCES","N",,3,0.00,"/  /"
"90132P",21.25,20.95,20.65,19.80,24.75,"Yuzu Kosho Green 500g","Yakami Orchard","500g","PC.","N","","","ASIAN SAUCES","N",,5,0.00,"/  /"
"90133",142.15,140.15,138.20,132.65,117.05,"Sesame Oil Golden","Nouka","6/60oz","CASE","N","","","OILS FLAVORED","N",,5,0.00,"/  /"
"90133P",24.40,23.40,23.05,22.15,30.15,"Sesame Oil Golden 60oz","Nouka","60oz","PC.","N","","","OILS FLAVORED","N",,0,0.00,"/  /"
"90137",185.75,183.15,180.60,173.40,153.00,"Fish Sauce Whiskey Barrel Aged","Haku","6/750mL","CASE","N","","","ASIAN SAUCES","N",,1,0.00,"/  /"
"90137P",31.90,30.55,30.10,28.90,36.15,"Fish Sauce Whiskey Barrel Aged 750m","Haku","750mL","PC.","N","","","ASIAN SAUCES","N",,5,0.00,"/  /"
"90138",76.55,75.50,74.45,71.45,63.05,"Ginger Vinegar","Togo-Su","6/1.8L","CASE","N","","","VINEGARS","N",,2,0.00,"/  /"
"90138P",13.15,12.60,12.45,11.95,14.00,"Ginger Vinegar 1.8L","Togo-Su","1.8L","PC.","N","","","ASIAN FOODS","N",,2,0.00,"/  /"
"90139",111.30,109.70,108.20,103.85,91.65,"Matsutake Shoyu","Haku","6/500mL","CASE","N","","","ASIAN SAUCES","N",,2,0.00,"/  /"
"90139P",19.10,18.30,18.05,17.35,23.60,"Matsutake Shoyu 500ml","Haku","500mL","PC.","N","","","ASIAN SAUCES","N",,1,0.00,"/  /"
"90140",127.30,125.50,123.75,118.80,104.85,"Yuzu Kosho Red","Yakami Orchard","6/500g","CASE","N","3599","","ASIAN SAUCES","N",,3,0.00,"/  /"
"90140P",21.25,20.95,20.65,19.80,17.50,"Yuzu Kosho Red 500g*","Yakami Orchard","500g","PC.","N","3599","","ASIAN SAUCES","N",,2,0.00,"/  /"
"90152",122.15,120.45,118.75,114.00,100.60,"Mulberry Puree*","PacRim Puree","6/32oz","CASE","N","","","PUREE","Y",,3,0.00,"/  /"
"90153",81.05,79.95,78.80,75.65,66.75,"Puree Kumquat*","PacRim Puree","6/32oz","CASE","N","","","PUREE","Y",,2,0.00,"/  /"
"90154",86.95,85.70,84.50,81.15,71.60,"Dragon Fruit Puree Seedless","PacRim Puree","6/32oz","CASE","N","","","PUREE","N",,0,0.00,"/  /"
"90154P",14.95,14.30,14.10,13.55,11.95,"Dragon Fruit Puree Seedless 32oz","PacRim Puree","32oz","PC.","N","","","PUREE","N",,0,0.00,"/  /"
"90157",102.25,100.80,99.40,95.45,84.20,"Yuzu Puree","PacRim Puree","6/32oz","CASE","N","","","PUREE","N",,0,0.00,"/  /"
"90157P",17.55,16.80,16.60,15.95,14.05,"Yuzu Puree 32oz","PacRim Puree","32oz","PC.","N","","","PUREE","N",,0,0.00,"/  /"
"90158",120.25,118.55,116.90,112.20,99.00,"Prickly Pear Puree","PacRim Puree","6/32oz","CASE","N","","","PUREE","N",,0,0.00,"/  /"
"90158P",20.65,19.80,19.50,18.70,16.50,"Prickly Pear Puree 32oz","PacRim Puree","32oz","PC.","N","","","PUREE","N",,2,0.00,"/  /"
"90159",127.80,126.00,124.25,119.30,105.25,"Meyer Lemon Puree*","PacRim Puree","6/32oz","CASE","N","","","PUREE","Y",,3,0.00,"/  /"
"90159P",21.95,21.00,20.75,19.90,17.55,"Meyer Lemon Puree 32oz*","PacRim Puree","32oz","PC.","N","","","PUREE","Y",,3,0.00,"/  /"
"90167",109.00,107.50,106.00,101.75,89.80,"Kalamansi Puree","PacRim Puree","6/32oz","CASE","N","","","PUREE","N",,2,0.00,"/  /"
"90167P",18.20,17.95,17.70,17.00,15.00,"Kalamansi Puree","PacRim Puree","32oz","PC.","N","","","PUREE","N",,1,0.00,"/  /"
"90170",113.30,111.70,110.15,105.75,93.30,"Black Sesame Paste","WA Imports","12/16oz","CASE","N","","","ASIAN FOODS","N",,6,0.00,"/  /"
"90170P",9.45,9.35,9.20,8.85,7.80,"Black Sesame Paste 16oz","WA Imports","16oz","PC.","N","","","ASIAN FOODS","N",,0,0.00,"/  /"
"90171",122.90,121.20,119.50,114.70,101.20,"Tamari GF Box*","WA Imports","18L","CASE","N","","","ASIAN SAUCES","Y",,6,0.00,"/  /"
"90203",87.80,87.80,86.55,85.35,84.20,"Sriracha Peas*","Hapi","10/9.9oz","CASE","N","","","ASIAN FOODS","Y",,0,0.00,"/  /"
"90203P",8.80,8.80,8.70,8.55,8.45,"Sriracha Peas 9.9oz*","Hapi","9.9oz","PC.","N","","","ASIAN FOODS","N",,0,0.00,"/  /"
"90204",135.70,124.25,122.50,117.60,103.80,"Bonito Shavings Katsuobushi","WA Imports","6/500g","CASE","N","","","ASIAN FOODS","N",,4,0.00,"/  /"
"90204P",22.65,20.75,20.45,19.60,17.30,"Bonito Shavings Katsuobushi 500g","WA Imports","500g","PC.","N","","","ASIAN FOODS","N",,0,0.00,"/  /"
"90205",84.95,82.60,0.00,79.30,70.00,"Lychees in Syrup Canned","Pacific","24/20oz","CASE","N","","","ASIAN FOODS","N",,3,0.00,"/  /"
"90205P",3.65,3.45,0.00,3.35,2.95,"Lychees in Syrup Canned 20oz","Pacific","20oz","PC.","N","","","ASIAN FOODS","Y",,7,1.75,"/  /"
"90207",200.30,194.60,191.85,181.60,160.25,"Kabosu Juice","Yakami Orchard","6/750ml","CASE","N","4100","","ASIAN FOODS","N",,3,0.00,"/  /"
"90207P",33.40,32.45,32.00,30.30,26.75,"Kabosu Juice 750ml","Yakami Orchard","750ml","PC.","N","4100","","ASIAN FOODS","N",,1,0.00,"/  /"
"90208",328.60,323.95,319.45,306.70,270.60,"Dashi Kombu","WA Imports","10/1kg","CASE","N","","","ASIAN FOODS","N",,2,0.00,"/  /"
"90208P",32.90,32.40,31.95,30.70,27.10,"Dashi Kombu 1kg","WA Imports","1kg","PC.","N","","","ASIAN FOODS","N",,9,0.00,"/  /"
"90210",194.60,191.85,189.20,181.60,160.25,"Sudachi Juice","Yakami Orchard","6/750ml","CASE","N","","","ASIAN FOODS","N",,5,0.00,"/  /"
"90210P",32.45,32.00,31.55,30.30,26.75,"Sudachi Juice 750ml","Yakami Orchard","750ml","PC.","N","","","ASIAN FOODS","N",,4,0.00,"/  /"
"90211",115.75,115.75,114.10,108.00,95.30,"Black Garlic Peeled","Cal Pac","6/16oz","CASE","N","1253","","VEGETABLES","N",,12,0.00,"/  /"
"90211P",19.30,19.30,19.05,18.00,15.90,"Black Garlic Peeled 16oz","Cal Pac","16oz","PC.","N","1253","","VEGETABLES","N",,4,0.00,"/  /"
"90212",78.90,75.55,74.50,71.55,63.15,"Tamari Shoyu GF","Takuko","6/1.8L","CASE","N","4407","","ASIAN FOODS","N",,12,0.00,"/  /"
"90212P",13.15,12.60,12.45,11.95,10.55,"Tamari Shoyu GF 1.8L","Takuko","1.8L","PC.","N","4407","","ASIAN FOODS","N",,0,0.00,"/  /"
"90213",87.20,81.00,78.75,75.60,66.70,"Yuzu Mayo 12/290g","Hotaru Foods","12/290g","CASE","N","","","PRESERVES","N",,1,0.00,"/  /"
"90214",55.75,54.95,54.20,52.00,45.90,"Yuzu Ponzu 6/375ml","Yamasa","6/375ml","CASE","N","","","ASIAN SAUCES","N",,4,0.00,"/  /"
"90215",104.90,103.45,102.00,97.90,86.40,"Sakura Cherry Blossom Shoyu 6/375ml","Haku","6/375ml","CASE","N","","","ASIAN SAUCES","N",,3,0.00,"/  /"
"90215P",17.50,17.25,17.00,16.35,14.40,"Sakura Cherry Blossom Shoyu 375ml","Haku","375ml","PC.","N","","","ASIAN SAUCES","N",,0,0.00,"/  /"
"90216",85.00,83.85,82.65,79.35,70.00,"Namikura AKA Red Miso*","Namikura","12/500g","CASE","N","","","ASIAN FOODS","Y",,1,27.00,"/  /"
"90216P",7.10,7.00,6.90,6.65,5.85,"Namikura AKA Red Miso*","Namikura","500g","PC.","N","","","ASIAN FOODS","N",,7,0.00,"/  /"
"90217",37.10,36.55,36.05,34.60,30.55,"Ramen Noodle 20/250g","Haku","20/250g","CASE","N","","","ASIAN FOODS","N",,0,0.00,"/  /"
"90218",119.60,117.90,116.25,111.60,98.50,"Fish Sauce Whiskey Barrel 6/375ml","Haku","6/375ml","CASE","N","","","ASIAN SAUCES","N",,4,0.00,"/  /"
"90219",93.20,89.25,88.00,84.50,105.60,"Smoked Shoyu 6/375ml*","Haku","6/375ml","CASE","N","","","ASIAN SAUCES","Y",,0,10.00,"/  /"
"90220",79.75,78.60,77.50,74.40,65.65,"Yuzu Kanzuri Shio Koji","Kanzuri","12/12oz","CASE","N","","","ASIAN SAUCES","N",,1,10.00,"/  /"
"90220P",6.65,6.55,6.50,6.20,5.50,"Yuzu Kanzuri 12oz","Kanzuri","12oz","PC.","N","","","ASIAN SAUCES","N",,7,0.00,"/  /"
"90221",79.75,78.60,77.50,74.40,65.65,"Roasted Shishito Kanzuri Shio Koji","Kanzuri","12/12oz","CASE","N","","","ASIAN SAUCES","N",,1,10.00,"/  /"
"90221P",6.65,6.55,6.50,6.20,5.50,"Roasted Shishito Kanzuri 12oz","Kanzuri","12oz","PC.","N","","","ASIAN SAUCES","N",,5,0.00,"/  /"
"90222",79.75,78.60,77.50,74.40,65.65,"Black Garlic Kanzuri Shio Koji","Kanzuri","12/12oz","CASE","N","","","ASIAN SAUCES","Y",,3,0.00,"/  /"
"90222P",6.65,6.55,6.50,6.20,5.50,"Black Garlic Kanzuri 12oz","Kanzuri","12oz","PC.","N","","","ASIAN SAUCES","N",,11,0.00,"/  /"
"90223",65.70,64.75,63.85,61.30,54.10,"Yuzu Kosho Green 12/2oz","Yakami Orchard","12/2oz","CASE","N","","","ASIAN SAUCES","Y",,9,0.00,"/  /"
"90224",65.70,64.75,63.85,61.30,54.10,"Yuzu Kosho Red 12/2oz","Yakami Orchard","12/2oz","CASE","N","","","ASIAN SAUCES","N",,2,0.00,"/  /"
"90225",62.25,59.60,58.75,56.40,70.50,"Sashimi Tamari Shoyu 6/375ml","Takuko","6/375ml","CASE","N","","","ASIAN SAUCES","N",,2,0.00,"/  /"
"90226",81.50,78.05,76.95,73.90,92.35,"White Tamari Shoyu 6/375ml","Takuko","6/375ml","CASE","N","","","ASIAN SAUCES","N",,4,0.00,"/  /"
"90227",484.45,449.85,0.00,419.85,370.45,"Yuzu Juice 6/1.8L","Yakami Orchard","6/60oz","CASE","N","","","ASIAN FOODS","N",,12,0.00,"/  /"
"90227P",80.75,75.00,0.00,70.00,61.75,"Yuzu Juice 1.8L","Yakami Orchard","1.8L","PC.","N","","","ASIAN FOODS","N",,1,0.00,"/  /"
"90228",99.35,0.00,0.00,86.10,76.00,"Yuzu Marmalade 12/300g*","Yakami Orchard","12/300g","CASE","N","","","PRESERVES","Y",,3,0.00,"/  /"
"90229",152.35,0.00,0.00,132.00,116.50,"Tamari Black Truffle Haku","Haku","6/375ml","CASE","N","","","ASIAN SAUCES","N",,2,0.00,"/  /"
